"year","latitude","longitude","response","mean.prox.spring.tmin","mean.prox.spring.tmax","mean.prox.spring.ppt","mean.prox.spring.vpd","mean.prox.spring.soil","mean.prox.spring.PDSI","mean.prox.summer.tmin","mean.prox.summer.tmax","mean.prox.summer.ppt","mean.prox.summer.vpd","mean.prox.summer.soil","mean.prox.summer.PDSI","mean.prox.winter.tmin","mean.prox.winter.tmax","mean.prox.winter.ppt","mean.prox.winter.vpd","mean.prox.winter.soil","mean.prox.winter.PDSI","mean.prox.fall.tmin","mean.prox.fall.tmax","mean.prox.fall.ppt","mean.prox.fall.vpd","mean.prox.fall.soil","mean.prox.fall.PDSI","mean.prox.annual.tmin","mean.prox.annual.tmax","mean.prox.annual.ppt","mean.prox.annual.vpd","mean.prox.annual.soil","mean.prox.annual.PDSI","mean.dep.spring.tmin","mean.dep.spring.tmax","mean.dep.spring.ppt","mean.dep.spring.vpd","mean.dep.spring.soil","mean.dep.spring.PDSI","mean.dep.summer.tmin","mean.dep.summer.tmax","mean.dep.summer.ppt","mean.dep.summer.vpd","mean.dep.summer.soil","mean.dep.summer.PDSI","mean.dep.winter.tmin","mean.dep.winter.tmax","mean.dep.winter.ppt","mean.dep.winter.vpd","mean.dep.winter.soil","mean.dep.winter.PDSI","mean.dep.fall.tmin","mean.dep.fall.tmax","mean.dep.fall.ppt","mean.dep.fall.vpd","mean.dep.fall.soil","mean.dep.fall.PDSI","mean.dep.annual.tmin","mean.dep.annual.tmax","mean.dep.annual.ppt","mean.dep.annual.vpd","mean.dep.annual.soil","mean.dep.annual.PDSI","min.prox.spring.tmin","max.prox.spring.tmax","min.prox.summer.tmin","max.prox.summer.tmax","min.prox.winter.tmin","max.prox.winter.tmax","min.prox.fall.tmin","max.prox.fall.tmax","min.prox.annual.tmin","max.prox.annual.tmax","min.dep.spring.tmin","max.dep.spring.tmax","min.dep.summer.tmin","max.dep.summer.tmax","min.dep.winter.tmin","max.dep.winter.tmax","min.dep.fall.tmin","max.dep.fall.tmax","min.dep.annual.tmin","max.dep.annual.tmax"
1973,52.383333,5.85,28.35585586,4.31,12.19,56.0666666666667,0.316666666666667,64.2666666666667,-1.67666666666667,11.8666666666667,22.0266666666667,53.4333333333333,0.596666666666667,19.4,-1.67666666666667,1.41,6.78333333333333,58.9333333333333,0.13,69.7,-1.10666666666667,5.83666666666667,13.4333333333333,80.4,0.23,56.7666666666667,-1.54666666666667,5.5725,13.2366666666667,62.425,0.309166666666667,52.5333333333333,-1.67166666666667,0.126485869615803,0.0206012782628408,0.00932748328814459,0.0113207547169812,0.573821061058594,0.465293206583672,0.183153896450616,0.923888535078133,0.900211662844551,0.664832645575423,0.570665184807756,0.459934498345643,1.11147569727687,1.32152712341799,0.0485070497304138,0.654377486514852,0.0333333333333247,0.168473811420175,0.667992741350393,0.217503968344029,0.158832872735975,0.00823283595648515,0.00189484566542288,0.354038618286399,0.00694494592963034,0.178392892533448,0.184685165579476,0.202794767087343,0.0392932988180117,0.596960690145093,1.75,16.78,10.57,23.1,-0.22,7.98,2.23,19.43,-0.22,23.1,0.0733782057762457,2.61784527089963e-06,0.0713176389625574,0.474555122302942,0.711338502534736,0.854957493640793,0.37749701494171,0.225518883791309,0.880581780334491,0.468364054904022
1974,52.383333,5.85,16.00434783,4.88333333333333,13.2533333333333,36.5666666666667,0.356666666666667,40.3333333333333,-2.05333333333333,11.0133333333333,20.2466666666667,72.5,0.47,12.6,-2.50333333333333,2.52333333333333,8.13333333333333,73.2,0.156666666666667,68.6,3.13333333333333,5.61333333333333,12.1,122.4,0.21,69.7,1.55333333333333,6.08416666666667,13.4075,75.775,0.295833333333333,48.0833333333333,-0.645833333333333,0.193441818054289,0.927975113359537,1.69993382926435,0.916981132075473,3.40651526472434,0.703730270599278,1.16134208628606,0.257180704833033,0.00623678332099725,0.262676735068168,1.2760414224363,1.0265330588865,2.77078926653773,3.81345340085292,0.308210801326645,2.93071928925337,28.0333333333336,1.17466357064179,1.20035169016167,4.95628747231505,6.27456203547567,0.553575889714066,1.17495890008747,0.301839366083994,1.0923396033761,0.450697692011225,0.811555760109469,0.00131284761359223,0.590827404920201,0.0897742347307033,2.43,16.38,9.77,21.61,-0.15,8.86,3.73,17.23,1.81,21.61,0.475880056954313,0.076037666611529,0.689609048245756,0.0744187750942679,0.760698154429193,2.19581608927179,0.196152046900513,1.41518763646143,3.2328843063063,0.0797989104222327
1975,52.383333,5.85,33.18152866,4.39333333333333,11.2433333333333,58.3666666666667,0.266666666666667,60.1666666666667,2.24666666666667,12.2433333333333,22.62,52.5333333333333,0.64,17.8333333333333,0.256666666666667,0.58,5.69333333333333,57.7,0.106666666666667,69.7,-2.9,6.06333333333333,13.3066666666667,65.9666666666667,0.26,32.7666666666667,-2.53666666666667,6.03666666666667,13.5675,56.725,0.33,44.8416666666667,0.179166666666667,0.0576134718481309,1.27449821262867,0.00209883705152362,2.06320754716981,0.0970698446614033,0.903832094540856,1.19367686581485,2.10433193738398,0.979808679223155,1.61201564532278,0.708350671372648,0.0110820399921236,0.359135169108207,0.251044482215945,0.0825276801381779,0.000353908862366051,0.0333333333333247,1.08673948954306,0.286072158683764,0.401402837983428,0.105831161020658,0.79068156526084,3.56135950003543,0.922530449801655,0.91367135826648,0.818167273162523,0.995759410824592,1.20417598255696,1.40230405291142,0.00652567637286137,1.86,15.34,9.76,25.29,-0.21,6.24,2.33,20.05,-0.15,25.29,0.114688218970866,0.993817889308183,0.712581685632069,4.41988456485372,0.718288519917643,0.0313560926145057,0.295850376362431,0.891090733660385,0.937092874219832,4.43295468111761
1976,52.383333,5.85,26.16923077,3.73,12.4,23.5666666666667,0.4,38.2333333333333,-3.82333333333333,12.52,23.7633333333333,36.5,0.836666666666667,12.4333333333333,-6.02,0.02,5.20666666666667,73.8666666666667,0.106666666666667,69.7,-4.79666666666667,7.1,13.5866666666667,62.0666666666667,0.223333333333333,38.6333333333333,-6.24,5.76166666666667,13.6858333333333,47.35,0.39,39.75,-4.91666666666667,1.34645131245876,0.00563430040730772,4.44635946410691,4.45314465408805,4.30184049923893,2.48229588161729,2.49863034796147,5.73011871828041,2.96285199401234,11.0980920566301,1.29684610276424,5.94510735799481,0.0854392672713152,0.0447255146219696,0.349755734172124,0.000353908862366068,0.0333333333333247,2.92716996524415,0.572960027670634,0.0696879927054556,0.271345601898483,0.0951715836569691,2.00282195591755,5.41783529775518,0.192655701504104,1.15989950077903,3.73377327374736,8.76617823684842,3.37408946216683,5.14787343500909,-0.48,18.42,11.77,24.72,-1.85,7.64,4.01,18.03,-1.85,24.72,1.21671202967377,1.29691949433104,3.66061971622994,3.00835856206779,0.0300847568210437,0.503193522396955,0.409923813793277,0.341455679538143,0.0615779767590609,3.01225995042164
1977,52.383333,5.85,31.63297872,4.66,12.46,54.5,0.336666666666667,60.6,-3.32666666666667,11.5433333333333,19.7833333333333,65.9333333333333,0.446666666666667,20.1666666666667,-2.84666666666667,0.14,5.22333333333333,45.7,0.1,69.7,-2.75666666666667,6.84333333333333,13.9733333333333,70.8666666666667,0.233333333333333,39.1,-3.06333333333333,6.06583333333333,13.1258333333333,64.4166666666667,0.280833333333333,47.3916666666667,-3.27583333333333,0.0168889236028981,0.0189109921536733,0.0374695476576736,0.181132075471698,0.128660816098408,1.87368487733827,0.0203131610915787,0.79091371131075,0.143296099092734,0.573248556644117,0.508704248452113,1.32781984026104,0.128222114847306,0.0490181776309824,0.882642911614809,0.0428229723462937,0.0333333333333247,0.983972699663424,0.191062449219268,0.0607059847567534,0.00633201294652863,0.000329313438259412,1.89797407943302,1.33381993485621,1.02149047579786,0.0680354709393324,0.0534709162770512,0.184575657347698,0.734988922977369,2.28707847204644,3.42,16.56,10.1,20.84,-1.8,6.47,4.04,17.69,0,20.84,1.68945912382269,0.0227810772269335,0.142669571685641,0.592549563841516,0.0376361855282866,0.000988941389921101,0.437448502093229,0.708263215206157,1.06410565520284,0.611740806405257
1978,52.383333,5.85,30.54545455,5.02333333333333,12.22,49.9333333333333,0.3,47.9666666666667,-2.24333333333333,10.92,19.4966666666667,65.6333333333333,0.476666666666667,14.1,-2.35666666666667,-3.53,1.6,65.7,0.0766666666666667,69.7,-2.45,6.87333333333333,13.7233333333333,51.7,0.223333333333333,47.4333333333333,-2.53,5.47583333333333,12.4208333333333,57.2416666666667,0.2725,44.8,-2.47,0.402035349728032,0.0126121481913063,0.226852924511555,0.302201257861635,1.03105982024432,0.842652598689551,1.54339150385918,1.26743572832274,0.153844934099907,0.195922110247125,1.09636973572281,0.90962968936604,2.73481324649328,3.74201216015802,0.0217660823685963,0.994129994386273,0.0333333333333247,0.78123946435049,0.225140893712308,0.00698815704629696,1.08329346038096,0.0951715836569691,0.500262848465184,0.917808814031541,0.00967753814344837,0.587734914686367,0.895636109120555,0.473937988506809,1.41498228437234,1.30129125051959,3.28,16.44,10.38,19.58,-5.71,3.53,3.66,17.4,-1.8,19.58,1.47267012662039,0.0548235033427638,4.09852259941579e-05,2.50589908365763,1.9967943914258,3.5833238890459,0.154881575634881,1.12571200431592,0.0725344654193208,2.5592010933206
1979,52.383333,5.85,27.21794872,4.47,11.6733333333333,91.9666666666667,0.29,69.7,1.1,11.19,19.7866666666667,68.1,0.44,41.6666666666667,2.81333333333333,0.563333333333333,5.67333333333333,79.9666666666667,0.1,69.7,1.01,6.03666666666667,13.8366666666667,55,0.236666666666667,40.2666666666667,0.35,4.87,12.0066666666667,73.175,0.263333333333333,55.3333333333333,0.7825,0.0178642594222166,0.464225134445218,4.51976510181835,0.665408805031445,1.8184075367803,0.224181035952192,0.586672205580785,0.786030534806454,0.0782328481741999,0.683963544152187,0.220792146727881,1.30262106307574,0.348268284867193,0.239261554931462,0.851825350452764,0.0428229723462937,0.0333333333333247,0.112564904188369,0.322722474443391,0.00435549954409082,0.766173566529971,0.016136358474711,1.64818607695245,0.0110609220722396,1.53066398240657,1.87758451748915,0.411802114205961,0.946965021526635,0.0258230011986178,0.128864441876694,1.48,16.31,10.61,19.91,-2.49,7.59,2.52,18.84,-5.71,19.91,0.0109273049175809,0.105163065139784,0.103637417175087,1.87693883311126,0.00802850330834482,0.459281157089796,0.168097400703089,0.000812155444860282,1.9221511398112,1.91992593963532
1980,52.383333,5.85,20.7,4.27333333333333,12.3033333333333,43.0666666666667,0.373333333333333,50.1,0.116666666666667,11.59,19.8666666666667,109.766666666667,0.416666666666667,55.7,0.906666666666667,-0.433333333333333,5.00666666666667,75.6666666666667,0.1,69.7,2.3,6.07333333333333,13.2266666666667,67.3666666666667,0.233333333333333,65.2666666666667,1.79333333333333,5.43333333333333,12.6466666666667,71.1166666666667,0.28,60.1916666666667,1.02583333333333,0.165259746222399,0.000653333838697675,0.812527433100593,1.9625786163522,0.613672358628509,0.00412561100818782,0.00362230855775212,0.673370693061089,2.6280703541097,1.14839663513273,1.54287070039749,0.135920939389771,0.00191784628708143,0.00855386309703044,0.475043050299132,0.0428229723462937,0.0333333333333247,0.624310049449967,0.272897644601704,0.546353862810777,0.0650784133371169,0.000329313438259412,0.528986455413514,0.407042240492572,0.031778261053805,0.191412120969592,0.190585509480059,0.20748350856446,0.613818319507058,0.222007995044466,1.73,17.17,10.28,21.12,-1.16,5.47,2.12,19.81,-2.49,21.12,0.0668542402031183,0.0740117749243325,0.0171042221704983,0.34698515745367,0.208896506921007,0.441716210966934,0.478785218096044,0.581244113506432,0.000522898869612411,0.360536743081146
1981,52.383333,5.85,20.30088496,6.22,13.86,77.6,0.336666666666667,48.5,2.82,11.8,19.9733333333333,63.1666666666667,0.446666666666667,22.3333333333333,1.96,-2.12333333333333,3.89333333333333,50.8333333333333,0.0966666666666667,69.7,1.50333333333333,6.36,13.6366666666667,93.8333333333333,0.25,51.4666666666667,1.53666666666667,5.65833333333333,12.7825,76.7,0.280833333333333,48,2.15333333333333,5.26414429807277,2.54340867593946,1.52903132504416,0.181132075471698,0.916617584900719,1.41446414352725,0.0963098087987905,0.536706268549338,0.254782733778642,0.573248556644117,0.352842985639537,0.632856843243416,0.779027391473421,0.324819547026923,0.436244293094707,0.102279661223793,0.0333333333333247,0.259456853439352,0.0272839386426549,0.0391994958968193,1.14970335818609,0.316470214167291,0.146558856881726,0.295116597459373,0.0598697801484433,0.057380228209743,0.986168161249934,0.184575657347698,0.607363269390743,0.982208402924117,4.83,18.32,10.52,21.02,-3.72,6.22,3.48,19.64,-3.72,21.02,4.70243798620739,1.14379157360742,0.0393868021803789,0.427188496552569,0.354208294769376,0.0360012350919155,0.0711151054657143,0.401668015393759,0.295637983120614,0.442673240632366
1982,52.383333,5.85,20.875,4.44333333333333,12.97,48,0.356666666666667,47.9333333333333,-0.7,12.8466666666667,22.05,71.5666666666667,0.58,20.9,-1.59333333333333,0.416666666666667,5.87333333333333,69.5,0.133333333333333,69.7,-1.31333333333333,7.84,15.1166666666667,69.3,0.253333333333333,50.6666666666667,-2.07666666666667,6.09083333333333,13.8325,59.7333333333333,0.325,47.3,-1.02083333333333,0.029123399231193,0.446741187340704,0.355195251543367,0.916981132075473,1.03843592517331,0.0759839785070878,4.65297711862837,0.961260359885607,0.0147748849188649,0.410432398544012,0.452768257795753,0.415270761775069,0.259838290935748,0.369835080814658,0.12536408140067,0.849735178540919,0.0333333333333247,0.233568985575667,2.81924573435249,3.08177725741703,0.0250097967042214,0.450830096977131,0.199975561979628,0.625157039929433,1.1186918432312,1.66600956679181,0.487249331362046,0.887484986788373,0.755274549749431,0.223289249393448,1.58,17.71,11.87,23.44,-2.18,8.49,5.08,21.03,-2.39,23.44,0.0276041602810059,0.417958177222892,4.20438492885848,0.825050379262559,0.00142987231718354,1.55639538928305,1.94451627302921,2.84069885052571,0.000379442389608999,0.819018967006141
